"","Author","Book","District","State","Notes","BanDate"
"3011","Perez, Ashley Hope","Out of Darkness","Harlem School District 122","Illinois","",""
"3012","Sanchez, Erika L.","I am Not Your Perfect Mexican Daughter","Harlem School District 122","Illinois","",""
"3013","Sones, Sonya","The Opposite of Innocent","Harlem School District 122","Illinois","",""
"3014","Andrews, Jesse","Me and Earl and the Dying Girl","St. Johns County School District","Florida","4/22",""
"3015","Andrews, Jesse","The Haters","St. Johns County School District","Florida","4/22",""
"3016","Arnold, Elana K","Infandous","St. Johns County School District","Florida","4/22",""
"3017","Arnold, Elana K","Damsel","St. Johns County School District","Florida","5/22",""
"3018","Arnold, Elana K.","What Girls Are Made Of","St. Johns County School District","Florida","4/22",""
"3019","Arnold, Elana K.","Red Hood","St. Johns County School District","Florida","4/22",""
"3020","Asher, Jay","Thirteen Reasons Why","St. Johns County School District","Florida","4/22",""
"3021","Asher, Jay","Thirteen Reasons Why","St. Johns County School District","Florida","4/22",""
"3022","Bechdel, Alison","Fun Home","St. Johns County School District","Florida","5/22",""
"3023","Belge, Kathy","Queer - The Ultimate LGBT Guide for Teens","St. Johns County School District","Florida","4/22",""
"3024","Blakemore, MT","White Privilege","St. Johns County School District","Florida","12/21",""
"3025","Chbosky, Stephen","The Perks of Being a Wallflower","St. Johns County School District","Florida","4/22",""
"3026","Choi, Mary HK","Yolk","St. Johns County School District","Florida","3/22",""
"3027","Ford, Clementine","Boys Will Be Boys: POwer, Patriarchy, and Toxic Masculinity","St. Johns County School District","Florida","12/21",""
"3028","Herthel, Jessicas and Jazz Jennings","I Am Jazz","St. Johns County School District","Florida","5/22",""
"3029","Hopkins, Ellen","Tricks","St. Johns County School District","Florida","4/22",""
"3030","Hopkins, Ellen","Tilt","St. Johns County School District","Florida","4/22",""
"3031","Hopkins, Ellen","People Kill People","St. Johns County School District","Florida","5/22",""
"3032","Hopkins, Ellen","Impulse","St. Johns County School District","Florida","4/22",""
"3033","Hopkins, Ellen","Crank","St. Johns County School District","Florida","4/22",""
"3034","Hopper, Laura","I Never","St. Johns County School District","Florida","4/22",""
"3035","Jewell, Tiffany","THis Book is Anti-Racist","St. Johns County School District","Florida","4/22",""
"3036","Johnson, Cathy G","The Breakaways","St. Johns County School District","Florida","4/22",""
"3037","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22",""
"3038","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22",""
"3039","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22",""
"3040","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22",""
"3041","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22",""
"3042","Johnson, George M","All Boys Aren't Blue","St. Johns County School District","Florida","1/22/2022 - MOMS FOR LIBERTY",""
"3043","Kuklin, Susan","Beyond Magenta","St. Johns County School District","Florida","4/22",""
"3044","Kuklin, Susan","Beyond Magenta","St. Johns County School District","Florida","4/22",""
"3045","Lo, Malinda","Last Night at the Telegraph Club","St. Johns County School District","Florida","4/22",""
"3046","Maas, Sarah J","Tower of Dawn","St. Johns County School District","Florida","4/22",""
"3047","Maas, Sarah J.","House of Earth and Blood","St. Johns County School District","Florida","4/22",""
"3048","Maas, Sarah J.","Empire of Storms","St. Johns County School District","Florida","4/22",""
"3049","Maas, Sarah J.","A Court of Wings and Ruin","St. Johns County School District","Florida","4/22",""
"3050","Maas, Sarah J.","A Court of Thorn and Roses","St. Johns County School District","Florida","4/22",""
"3051","Maas, Sarah J.","A Court of Silver Flames","St. Johns County School District","Florida","4/22",""
"3052","Maas, Sarah J.","A Court of Silver Flames","St. Johns County School District","Florida","4/22",""
"3053","Maas, Sarah J.","A Court of Mist and Fury","St. Johns County School District","Florida","4/22",""
"3054","Maas, Sarah J.","A Court of Frost and Starlight","St. Johns County School District","Florida","4/22",""
"3055","McCormick, Patricia","Sold","St. Johns County School District","Florida","4/22",""
"3056","McGinnis, Mindy","Heroine","St. Johns County School District","Florida","4/22",""
"3057","McMann, Lisa","Fade","St. Johns County School District","Florida","4/22",""
"3058","Morrison, Toni","The Bluest Eye","St. Johns County School District","Florida","5/22",""
"3059","Myracle, Lauren","ttyl","St. Johns County School District","Florida","4/22",""
"3060","Myracle, Lauren","ttyl","St. Johns County School District","Florida","4/22",""
"3061","Myracle, Lauren","ttfn","St. Johns County School District","Florida","4/22",""
"3062","Myracle, Lauren","The Infinite Moment of Us","St. Johns County School District","Florida","4/22",""
"3063","Myracle, Lauren","l8r, g8r","St. Johns County School District","Florida","4/22",""
"3064","Reed, Amy","Nowhere Girls","St. Johns County School District","Florida","4/22",""
"3065","Rhodes, Jewell Parker","Black Borther, Black Brother","St. Johns County School District","Florida","1/22",""
"3066","Sapphire","Push","St. Johns County School District","Florida","4/22",""
"3067","Sapphire","Push","St. Johns County School District","Florida","4/22",""
"3068","Scott, Elizabeth","Living Dead Girl: A Novel","St. Johns County School District","Florida","5/22",""
"3069","Sebold, Alice","Lucky","St. Johns County School District","Florida","4/22",""
"3070","Stassen, JP","Deogratias","St. Johns County School District","Florida","4/22",""
"3071","Tamaki, Mariko","This One Summer","St. Johns County School District","Florida","4/22",""
"3072","Tamaki, Mariko","Laura Dean Keeps Breaking Up With Me","St. Johns County School District","Florida","4/22",""
"3073","Thorn, Theresa","It Feels Good To Be Yourself","St. Johns County School District","Florida","5/22",""
"3074","","When Aidan Became a Brother","St. Johns County School District","Florida","3/22",""
"3075","","When Aidan Became a Brother","St. Johns County School District","Florida","4/22",""
"3076","","When Aidan Became a Brother","St. Johns County School District","Florida","4/22",""
"3077","","Trans +","St. Johns County School District","Florida","4/22",""
"3078","","Peanut Goes for Gold","St. Johns County School District","Florida","2/22",""
"3079","","Neanderthal Opens the Door to the Universe","St. Johns County School District","Florida","4/22",""
"3080","","Peanut Goes for Gold","St. Johns County School District","Florida","2/22",""
"3081","","Ho'oamani: Hula Warrior","St. Johns County School District","Florida","2/22",""
"3082","","My Rainbow","St. Johns County School District","Florida","2/22",""
"3083","","My Rainbow","St. Johns County School District","Florida","1/22",""
"3084","","Me and White Supremacy","St. Johns County School District","Florida","12/21",""
"3085","","Ho'oamani: Hula Warrior","St. Johns County School District","Florida","2/22",""
"3086","","Felix Ever After","St. Johns County School District","Florida","4/22",""
"3087","","Eleanor & Park","St. Johns County School District","Florida","4/22",""
"3088","Morrison, Toni","The Bluest Eye","Sarasota County School","Florida","",""
"3089","McCormick, Patricia","Sold","Sarasota County School","Florida","",""
"3090","Ward, Jesmyn","Salvage the Bones","Guilford County Schools","North Carolina","",""
"3091","Gino, Alex","Rick","Hernando","Florida","2/3/22",""
"3092","Gino, Alex","Melissa (George)","Hernando","Florida","2/3/22",""
"3093","Alexie, Sherman","The Absolutely True Diary of a Part-time Indian","Hernando","Florida","1/29/22",""
"3094","Johnson, George M.","All Boys Aren't Blue","Hillsborough","Florida","",""
"3095","Morrison, Toni","Beloved","Hillsborough","Florida","",""
"3096","Kuklin, Susan","Beyond Magenta","Hillsborough","Florida","",""
"3097","Thompson, Craig","Blankets","Hillsborough","Florida","",""
"3098","Callender, Kacen","Felix Ever After","Hillsborough","Florida","",""
"3099","Kobabe, Maia","Gender Queer: A Memoir","Hillsborough","Florida","",""
"3100","Harris, Robie","It's Perfectly Normal","Hillsborough","Florida","",""
"3101","Evison, Jonathan","Lawn Boy","Hillsborough","Florida","",""
"3102","Jackson, Tiffany","Monday's Not Coming","Hillsborough","Florida","",""
"3103","Picoult, Jodi","My Sister's Keeper","Hillsborough","Florida","",""
"3104","Perez, Ashley Hope","Out of Darkness","Hillsborough","Florida","",""
"3105","Morrison, Toni","The Bluest Eye","Hillsborough","Florida","",""
"3106","Chbosky, Stephen","The Perks of Being a Wallflower","Hillsborough","Florida","",""
"3107","Thomas, Angie","The Hate U Give","Lake","Florida","",""
"3108","Marks, Janae","From the Desk of Zoe Washington","Seminole","Florida","PARENT limited access",""
"3109","","In the Time of the Butterflies","Millford Schools","Ohio","",""
"3110","Telgemeier, Raina","Drama","Davis School District","Utah","1/6/22",""
"3111","Mariko Tamaki, Jillian Tamaki","This One Summer","Davis School District","Utah","1/13/22",""
"3112","Jackson, Tiffany D.","Monday's Not Coming","Davis School District","Utah","4/28/22",""
"3113","Gino, Alex","Melissa (George)","Davis School District","Utah","1/27/22",""
"3114","Rainbow Rowell","Eleanor and Park","Davis School District","Utah","3/31/22",""
"3115","V.E. Schwab","The Invisible Life of Addie La Rue","Davis School District","Utah","",""
"3116","Hopkins, Ellen","Crank","Davis School District","Utah","3/8/22",""
"3117","Johnathan Safran Foer","Extremely Loud and Incredibly Close","Davis School District","Utah","",""
"3118","John Green","Looking for Alaska","Davis School District","Utah","2/17/22",""
"3119","Gail Gibbons","Thanksgiving Day","Davis School District","Utah","Out dated references to Native Americans. Older title that needed to be deselected from the collection,",""
"3120","Sherman Alexie","The Absolute Diary of a Part-Time Indian","Davis School District","Utah","2/11/22",""
"3121","Asher, Jay","Thirteen Reasons Why","Davis School District","Utah","5/19/22",""
"3122","Stephen Chbosky","The Perks of Being a Wallflower","Davis School District","Utah","2/4/22",""
"3123","Perez, Ashley Hope","Out of Darkness","Davis School District","Utah","2/4/22",""
"3124","Jackson, Tiffany D.","Monday's Not Coming","Davis School District","Utah","5/13/22",""
"3125","Molly Knox Ostertag","The Witch Boy #1","Davis School District","Utah","4/22/22",""
"3126","Sarah J Maas","The Court of Mist and Fury","Davis School District","Utah","",""
"3127","Rainbow Rowell","Eleanor and Park","Davis School District","Utah","",""
"3128","Jesse Andrews","The Haters","Davis School District","Utah","",""
"3129","Elana Arnold","Red Hood","Davis School District","Utah","5/5/22",""
"3130","Sarah J Maas","The Court of Silver Flames","Davis School District","Utah","",""
"3131","Marino Tamaki","Laura Dean Keeps Breaking Up with Me","Davis School District","Utah","",""
"3132","Toni Morrison","The Bluest Eye","Davis School District","Utah","",""
"3133","Stephen Chbosky","The Perks of Being a Wallflower","Davis School District","Utah","",""
"3134","Sarah Kuklin","Beyond Magenta","Davis School District","Utah","",""
"3135","Jesse Andrews","Me and Earl and the Dying Girl","Davis School District","Utah","",""
"3136","Lauren Myracle","Shine","Davis School District","Utah","",""
"3137","Louise Rennison","Angus, Thongs, and Full-Frontal Snogging","Davis School District","Utah","",""
"3138","Ellen Hopkins","Impulse","Davis School District","Utah","",""
"3139","Dashka Slater","The 57 Bus","Davis School District","Utah","",""
"3140","Elana Arnold","Damsel","Davis School District","Utah","",""
"3141","Hopkins, Ellen","Crank","Davis School District","Utah","5/18/22",""
"3142","Patricia McCormick","Sold","Davis School District","Utah","5/5/22",""
"3143","Jennifer Mathieu","The Truth About Alice","Davis School District","Utah","",""
"3144","Hopkins, Ellen","Crank","Davis School District","Utah","",""
"3145","Elizabeth Acevedo","The Poet X","Davis School District","Utah","",""
"3146","Ellen Hopkins","Impulse","Davis School District","Utah","",""
"3147","Erica L. Sanchez","I am Not Your Perfect Mexican Daughter","Davis School District","Utah","",""
"3148","Khaled H0sseini","The Kite Runner","Davis School District","Utah","5/18/22",""
"3149","Preston Norton","Neanderthal Opens the Door to the Universe","Davis School District","Utah","",""
"3150","Tiffany D. Jackson","Allegedly","Davis School District","Utah","",""
"3151","Asher, Jay","Thirteen Reasons Why","Davis School District","Utah","",""
"3152","Hopkins, Ellen","Tilt","Davis School District","Utah","",""
"3153","Gino, Alex","Melissa (George)","Davis School District","Utah","5/18/22",""
"3154","Kobabe, Maia","Gender Queer","Fort Bend ISD","Texas","",""
"3155","Johnson, George M","All Boys Aren't Blue","Humble ISD","Texas","1/25/22",""
"3156","Perez, Ashley Hope","Out of Darkness","Conroe ISD","Texas","10/31/21",""
"3157","","I Know Why The Caged Bird Sings","Fort Bend ISD","Texas","1/1/21",""
"3158","Wiesel, Ellie","Night","Fort Bend ISD","Texas","10/21",""
"3159","Johnson, George M","All Boys Aren't Blue","Gorham School District","Maine","",""
"3160","Lee, Harper","To Kill A Mockingbird","Dubuque Community Schools","Iowa","",""
